NAMA,HARGA,LOKASI,LUAS_TANAH,LUAS_BANGUNAN,KAMAR_TIDUR,KAMAR_MANDI,SERTIFIKAT,DAYA_LISTRIK,GARASI,JUMLAH_LANTAI,DESKRIPSI,HARGA_NUMERIC,LUAS_TANAH_NUMERIC,LUAS_BANGUNAN_NUMERIC,KAMAR_TIDUR_NUMERIC,KAMAR_MANDI_NUMERIC
Rumah Luas 420 Meter Arcamanik 2 Lantai Dekat Terusan Jakarta,Rp 4 Miliar,"Arcamanik, Bandung",420 m²,400 m²,4.0,3.0,SHM,4400 Watt,4.0,2.0,"Luas Tanah : 420m2 Luas Bangunan : 400m2 Lantai : 2 LANTAI Kamar Tidur : 4+1 Air : Sible Listrik : 4400Watt Sertifikat : SHM  Garasi / Carport : Carport 2, Garasi 4  Harga buka : Rp. 4 M (nego) #255937",4000000000.0,420.0,400.0,4.0,3.0
Rumah di Pasteur Dekat dengan Universitas Maranatha Cocok Utk Kos,Rp 11 Miliar,"Pasteur, Bandung",420 m²,250 m²,8.0,5.0,SHM,2200 Watt,1.0,2.0,"Luas Tanah : 420m2 Luas Bangunan : +-250m2 Lantai : 2 LANTAI Kamar Tidur : 8 Air : PDAM Listrik : 2200Watt Sertifikat : SHM  Garasi / Carport : Carport 3, Garasi 1  Harga : Rp. 11 M (nego) #256766",11000000000.0,420.0,250.0,8.0,5.0
Dijual Rumah Villa Luas dan Nyaman di Daerah Setiabudi,Rp 18 Miliar,"Setiabudi, Bandung",1100 m²,300 m²,3.0,3.0,SHM,3500 Watt,2.0,1.0,"DIJUAL  Rumah Villa Luas dan Nyaman di Daerah Setiabudi  Sertifikat : SHM L.Tanah : 1100 m2 L.Bangunan : 300 m2 Lebar Muka : 15 meter Panjang :73.5 meter 1 lantai K.Tidur : 3 + 1 K.mandi :3 + 1 Listrik : 3500 watt Carport : 10 mobil Garasi : 2 mobil Hadap : Barat Air : Sumur Jernih dan Dingin Terdapat Post Security  Full Furnished (4 Ac,2 water heater)  terdapat Taman depan dan Taman Belakang  Harga : 18 M (negotiable)  Indr",18000000000.0,1100.0,300.0,3.0,3.0
Rumah di Pinggir Jalan Dago Atas Asri Adem bisa Juga untuk Cafe,"Rp 4,5 Miliar","Dago, Bandung",280 m²,185 m²,6.0,3.0,SHM,2200 Watt,,2.0,"Luas Tanah : 280m² Luas Bangunan : +-185m² Lebar Muka : - Lantai : 2 LANTAI Kamar Tidur : 6+1 Kamar Mandi : 3 Air : PAM Listrik : 2200Watt Sertifikat : SHM  Garasi / Carport : Carport 2  Harga : Rp. 4,5M (nego) #256767",45000000000.0,280.0,185.0,6.0,3.0
Rumah di Summarecon 2 Lantai 3 Kamar Tidur Sangat Terawat,"Rp 2,5 Miliar","Summarecon Bandung, Bandung",112 m²,100 m²,3.0,2.0,SHM,2200 Watt,,2.0,"Luas Tanah : 112m² Luas Bangunan : +-100m² Lantai : 2 LANTAI Kamar Tidur : 3 Kamar Mandi : 2 Air : PAM Listrik : 2200Watt Sertifikat : SHM  Garasi / Carport : Carport 1  Harga Jual : Rp. 2,5M (nego) Harga Sewa : 65jt (min 2 tahun) #256771",25000000000.0,112.0,100.0,3.0,2.0
Rumah di Bawah 1 M Akses Jalan 2 Mobil di Kembar bisa KPR,Rp 925 Juta,"Regol, Bandung",65 m²,40 m²,2.0,1.0,SHM,1300 Watt,,1.0,"Dijual rumah 1 lantai, lokasi strategis harga murah di Kembar sayap moh toha dekat pasar Kembar dekat SMAN 11 dekat lapangan tegalega dekat RS Imanuel luas tanah 65 m² luas bangunan +/- 40 m² kamar tidur 2 kamar mandi 1 carport 1 mobil akses jalan 2 mobil bisa KPR Hadap Selatan SHM harga 925jt (nego)  hub : Wenny Tan Discovery Property 0813xxxxxxxx",925000000.0,65.0,40.0,2.0,1.0
Rumah Baru Eksklusif Premium Siap Huni di Setra Duta Kumala,"Rp 3,6 Miliar","Setra Duta, Bandung",167 m²,166 m²,4.0,3.0,SHM,Lainnya,,2.0,"Dijual Rumah Baru Eksklusif Premium Siap Huni di Setra Duta Kumala  Spesifikasi: - Luas Tanah 167 m2 - Luas Bangunan 166 m2 - Kamar Tidur 4 - Kamar Mandi 3 - 2 Lantai - Carport 2 Mobil - Taman belakang   Harga 3.6 M  More Info, Vie Vie Yohanes Discovery Property Bandung",36000000000.0,167.0,166.0,4.0,3.0
Rumah Mewah Luas Strategis Furnish Siap Huni di Sayap Dago,Rp 37 Miliar,"Coblong, Bandung",1221 m²,1200 m²,5.0,5.0,SHM,Lainnya,4.0,2.0,"Dijual Rumah Mewah Luas Strategis Furnish Siap Huni di Sayap Dago  Spesifikasi: - Luas Tanah 1.221 m2 - Luas Bangunan 1200 m2 - kamar Tidur 5 - Kamar mandi 5 - Garasi 4 - Carport 10 - Furnish  Harga 37.000.000.xxx  PGB RGB  More Info, Gunawan Tan Discovery Property Central Bandung",37000000000.0,1221.0,1200.0,5.0,5.0
Dijual Rumah Baru di Anggapati Kota Baru Parahyangan,Rp 6 Miliar,"Kota Baru Parahyangan, Bandung",290 m²,199 m²,4.0,3.0,HGB,Lainnya,1.0,2.0,Dijual rumah baru Kota Baru Parahyangan tatar Anggapati  Luas Tanah: 290 m2  Luas Bangunan: 199 m2  (2 lantai) Tipe Bangunan: Anggapati Standar Legalitas: SHM Kt: 4 Km: 3 Garasi: 1 mobil Carport: 3 mobil Listrik: 3500 VA  Harga: 6 M nego  rena,6000000000.0,290.0,199.0,4.0,3.0
Dijual Rumah Baru Renovasi di Pasir Luyu,"Rp 2,2 Miliar","Pasir Luyu, Bandung",139 m²,106 m²,3.0,2.0,Lainnya,Lainnya,,1.0,FOR SALE Rumah Pasirluyu  LT 139m2 LB 106m2 KT 3 KM 2 Listrik 2.200 watt PDAM Carport 1 mobil  Harga 2.2 M   Shan,22000000000.0,139.0,106.0,3.0,2.0
Rumah Siap Huni Terawat di Kurdi Sayap Mohamad Toha,"Rp 1,5 Miliar","Moch Toha, Bandung",143 m²,220 m²,4.0,3.0,Lainnya,2200 Watt,,2.0,"Rumah Siap Huni Terawat di Kurdi Sayap Mohamad Toha  Luas tanah 143 m² Luas bangunan 220 m² Bangunan 2 lantai  2 Kamar tidur di lantai 1 2 Kamar tidur di lantai 2 3 Kamar mandi (ada water heater solahart) 1 Kamar tidur Art di lantai 2 1 Kamar mandi Art Carport 2 mobil Taman Listrik 2200  Harga awal : 1,7 Milyar Harga terbaik : 1,5 Milyar  (VYT)",15000000000.0,143.0,220.0,4.0,3.0
For Sale Rumah Larangtapa Kbp,"Rp 8,2 Miliar","Kota Baru Parahyangan, Bandung",480 m²,502 m²,6.0,5.0,Lainnya,Lainnya,2.0,3.0,"For sale  rumah larangtapa KBP  Luas Tanah 480 m² Luas Bangunan 502 m² 3 lantai KT 6+1 KM 5+1 Dapur 2 Air somersible Garasi 2 mbl Carport 4 mbl  Harga 8.2M ada referal  More details, Evi Ong Discovery Property Telp/Whatsapp 0856212xxxx",82000000000.0,480.0,502.0,6.0,5.0
Dijual Rumah Siap Huni di Setra Regency Bandung Hunian Nyaman dan Aman Lokasi Strategis,"Rp 3,2 Miliar","Parongpong, Bandung",228 m²,300 m²,7.0,4.0,SHM,2200 Watt,1.0,1.0,DIJUAL RUMAH SIAP HUNI DI SETRA REGENCY  - LT 228m - LB 300m - Kamar tidur :  7 (4 besar + 3 kecil)  - Kamar mandi : 4 - Mushola : 1 - Gudang : 1 - Garasi  - Carport : 1 mbl - Listrik :  2200 - Air : sumur bor - Bangunan tahun : -/+ 2010 - Hadap : Timur - Legalitas : SHM   Open Price : 3.2 M  NOY,32000000000.0,228.0,300.0,7.0,4.0
"Rumah Area Cihapit, Sayap Riau Martadinata, Kota Bandung",Rp 11 Miliar,"Bandung Kota, Bandung",734 m²,300 m²,10.0,6.0,SHM,Lainnya,2.0,1.0,"Rumah area Cihapit, Sayap Riau Martadinata, Kota Bandung  LT 407 LB 300  Bangunan 1 Lantai Lebar Muka 16m Hadap Utara  KT 3 KM 2  Air PDAM Listrik 2.200 & 3.500watt  Carport 2 Mobil Garasi 1 Mobil  SHM IMB v️  Harga 11M Nego",11000000000.0,734.0,300.0,10.0,6.0
For Sale Rumah Modern Minimalis Cluster di Mekar Wangi Bandung.,"Rp 3,9 Miliar","Mekar Wangi, Bandung",147 m²,190 m²,5.0,4.0,SHM,Lainnya,,2.0,LT 147 m² LB 190 m² 2 lantai Lebar muka 7 meter KT 4 + 1 KM 3 + 1 Carport 2 Listrik 3500 watt Air submersible Hadap Barat SHM Bonus Kitchen set + kompor tanam   Harga jual 3.9M nego,39000000000.0,147.0,190.0,5.0,4.0
"Rumah di Kota Baru Parahyangan Bandung Barat, Unfurnish Siap Huni","Rp 2,5 Miliar","Kota Baru Parahyangan, Bandung",95 m²,120 m²,3.0,2.0,SHM,Lainnya,,2.0,"Rumah di Kota Baru Parahyangan Bandung Barat, Unfurnish Siap Huni  Spesifikasi: - Bangunan 2 lantai - Luas tanah 95 m² - Luas bangunan 120 m² - 3 kamar tidur - 2 kamar mandi - Carport 1 mobil - Non furnis - Harga Rp 2,5 M Kelebihan: 1.	Berada di kawasan perumahan premium dengan keamanan 24 jam 2.	Lingkungan asri, bersih, dan tertata rapi 3.	Lokasi strategis dekat fasilitas umum seperti sekolah, pusat perbelanjaan, rumah sakit, dan tempat ibadah 4.	Bangunan 2 lantai dengan desain modern 5.	Siap huni tanpa perlu renovasi besar 6.	Non furnis sehingga mudah menata interior sesuai selera 7.	Akses jalan lebar dan mudah dijangkau 8.	Nilai investasi tinggi karena berada di area berkembang pesat More details, Risda Shinta LJH Realty  Kota Baru Parahyangan Telp/Whatsapp 0812232xxxx",25000000000.0,95.0,120.0,3.0,2.0
Rumah Full Furnished Berada di Perumahan Terelit Kota Bandung di Dago Pakar,Rp 5 Miliar,"Dago Pakar, Bandung",577 m²,300 m²,4.0,4.0,SHM,4400 Watt,2.0,1.0,"#21025  Full furnish termasuk TV, lemari es, mesin cuci, AC, waterheater & kasur. Rumah downslope, berada di perumahan terelit di Kota Bandung, view belakang rumah menghadap kota. For sale rumah hook di wilayah yang asri dengan pemandangan perkotaan. Properti 1 lantai ini berada di lingkungan strategis.  Rinciannya adalah sebagai berikut:    - Kamar Tidur: 4   - Kamar Tidur Pembantu: 1   - Kamar Mandi: 4   - Sertifikat: SHM - Sertifikat Hak Milik   - Daya Listrik: 4400 W   - Hadap: Barat   - Kondisi Perabotan: Furnished  Tentunya properti ini layak untuk anda dapatkan karena:    - Full Furnished.   - Siap Huni.   - Bebas Banjir.   - Dekat Pusat Perbelanjaan.   - Dekat Sekolah Negeri.   - Dekat Universitas.   - Dekat Fasilitas Kesehatan.   - Sejuk.   - City View.   - Cocok Untuk Investasi.   - Lokasi Strategis.  Properti ini telah lengkap dengan fasilitas:    - Wastafel.   - Kitchen Set.   - Kulkas.   - Pemanas Air.   - Kompor.   - Tempat Jemuran.   - Taman.   - Jalur Telepon.   - Kolam Ikan.  Lokasi rumah ini strategis, hanya selangkah menuju berbagai fasilitas utama dan menarik.  Hanya Rp. 5.000.000.xxx, anda dapat langsung dapatkan rumah strategis di daerah Dago Pakar ini.",5000000000.0,577.0,300.0,4.0,4.0
Jual Cepat Bu Rumah Siap Huni di Kiaracondong,Rp 550 Juta,"Kiaracondong, Bandung",85 m²,130 m²,4.0,2.0,SHM,Lainnya,,2.0,Masuk gang Akses motor  LT   85 m² LB 130 m² SHM Bangunan 2 lantai KT 4 KM 2 Air jetpump Listrik 1300 W SHM  Harga 550jt nego,550000000.0,85.0,130.0,4.0,2.0
Rumah Murah Mewah Modern Cikoneng Dekat Stt Telkom Bandung Rumah,Rp 275 Juta,"Buah Batu, Bandung",60 m²,36 m²,2.0,1.0,SHM,Lainnya,1.0,1.0,ROMO NEW CLUSTER HARGA MULAI 275 JT AN FULLSPEK TERSEDIA RUMAH CLUSTER - REDY STOCK/SIAP HUNI   - INDENT FREE DESIGEN - RUKO 2LT BERBAGAI MACAM TYPE LAIN NYA COCOK UNTUK INVESTASI USAHA HUNIAN ANDA & KELUARGA    Lokasi Jln. Raya cikoneng Bojong soang belakang podomoro Buahbatu Bandung  Strategis Lingkungan nyaman asri & Berkembang  - Dekat ke exit tol Buahbatu  - Dekat ke University Stt Telkom  - Dekat ke ******** Hospitality Bandung  - Dekat ke pusat kota Bandung  - Dekat ke Mall trans studio mall Bandung Dan lain-lain   SKEMA PEMBAYARAN CASH & CASH BERTAHAP (NON KPR)   FREE KITCHENSET  FREE MEJA KOMPOR + KOMPOR TANAM  FREE WASTAFEL (BAK CUCI)  FREE WATER HEATER  FREE BPHTB  LEGALITAS SERTIFIKAT HAK MILIK (SHM)  PERSETUJUAN BANGUN GEDUNG (PBG)   ● Dapatkan Janji Survei Lokasi nya segera :pray: ● Informasi lengkap hubungi WhatsApp,275000000.0,60.0,36.0,2.0,1.0
Rumah Bagus 2Lantai Siap Huni Area Sayap Bkr Buahbatu. Lokasi Strategis Pusat Kota,"Rp 2,6 Miliar","Buah Batu, Bandung",185 m²,250 m²,4.0,4.0,SHM,Lainnya,,2.0,Rumah bagus 2lantai siap huni area sayap BKR buahbatu. lokasi strategis pusat kota  Luas tanah 185 Luas bangunan 250  Kamar tidur 3 + 1 Kamar mandi 3 + 1  Listrik 1300 watt  Air seable + pdam  Ruang keluarga  Ruang makan  Paviliun  Garasi 1 carport 1   Harga 2. 6 M nego,26000000000.0,185.0,250.0,4.0,4.0
Rumah Mewah dan Paviliun yang Nyaman dan Suasana Sejuk di Babakan Jeruk Bandung,Rp 45 Miliar,"Pasteur, Bandung",2200 m²,1000 m²,6.0,6.0,Lainnya,4400 Watt,2.0,2.0,"Jual Rumah Mewah di Babakan jeruk LT 2200 LB -+ 600 LB -+ 1000 Garasi 2 Carport 8  *Rumah utama  Lat 1 : 2 gudang  Kt 1+1 Km 2+1 Lat 2 : Kt 3 Km 2 Listrik 6800 Air PDAM  Taman depan,belakang  *Rmh faviliun  Lat 1 : Km 1 bwh 2Ruang Lat 2 : Kt 2 km 1  Listrik 4400 Air PDAM  Nego 45M  Memei capital 0851xxxxxxxx",45000000000.0,2200.0,1000.0,6.0,6.0
Rumah Mewah Minimalis Cozy Full Furnished Nice View Di Gerlong Bandung,"Rp 7,5 Miliar","Geger Kalong, Bandung",487 m²,710 m²,4.0,4.0,SHM,4400 Watt,,3.0,"*DIJUAL CEPAT* *RUMAH @ GEGER KALONG, SETIABUDI*  LT 487 m² LB 710 m² Bangunan 2.5 Lantai KT 4 KM 4  Shower dan Bathtub Ruang Kerja Ruang Karaoke/ Home Theatre Kolam Ikan Gazebo Carport 6  Taman cantik & Dry Garden Service Area terpisah Design Minimalis Nice Lay Out Nice View SHM  ~harga Rp 8M~ *Now Only Rp 7.5 Milyar* _Bonus Furnish, tinggal bawa koper_  *Asang-0813xxxxxxxx* andh bt",75000000000.0,487.0,710.0,4.0,4.0
Rumah Mewah Bagus Siap Huni di Summarecon Bandung,"Rp 6,1 Miliar","Summarecon Bandung, Bandung",228 m²,253 m²,5.0,4.0,SHM,Lainnya,1.0,2.0,*For Sale*  Dijual Rumah Lux Summarecon Bandung *Cluster Emily*  2 lantai  LT 228 m² LB 253 m² KT 5 KM 3 + 1  Listrik 4400 w Air Artesis Garasi 1 Carport 2 SHM  *Harga Jual ~6.3 M~ 6.1M (nego)*  Rinny Ind 0853xxxxxxxx,61000000000.0,228.0,253.0,5.0,4.0
Rumah Baru + Private Pool Setiabudi Regency Bandung Ada Fasilitas,"Rp 2,2 Miliar","Setiabudi, Bandung",225 m²,350 m²,4.0,4.0,SHM,2200 Watt,,1.0,TURUN HARGA  Dijual Rumah Baru + Private pool Setiabudi Regency Bandung   Luas Tanah 225 m²  Luas Bangunan 350 m² Lebar Muka 10 m  2 Lantai  Kamar Tidur 4+1 Kamar Mandi 4+1 Listrik 2200 Watt Air Artesis  Carport 2 Mobil  Hadap Timur SHM  Harga 2.6 M Turun Harga 2.2 M  Fasilitas: Water heater  Private pool   Selling point: Dekat Villa dan Cafe  Dekat Ke Polban dan sarana pendidikan 24 menit ke Gerbang Tol Pasteur  Dekat Ke Daarut Tauhid   Info & Survei  Revi Artha  0813xxxxxxxx  YU,22000000000.0,225.0,350.0,4.0,4.0
Rumah Baru Besar Bagus Lokasi Sayap Turangga,Rp 3 Miliar,"Turangga, Bandung",184 m²,180 m²,5.0,4.0,SHM,2200 Watt,,2.0,*FOR SALE*  Rumah baru siap huni Di sayap Turangga  LT. 184 m² LB.180 m² SHM KT 5 KM 4 air sible  Listrik 2200w  Carport 4  *Harga 3 M* IL,3000000000.0,184.0,180.0,5.0,4.0
Dijual/ Disewa Rumah Tinggal Bisa Untuk Usaha Di Ciateul,"Rp 7,5 Miliar","Ciateul, Bandung",318 m²,520 m²,7.0,4.0,SHM,6600 Watt,1.0,2.0,"DIJUAL/DISEWA !!  RUMAH TINGGAL BISA UNTUK USAHA Ciateul - Bandung  - LT : 318 M² - LB : 520 M² - Lebar Muka 10 Meter - Bangunan 2 Lantai + 1 Dak - Furnished - SHM - KT : 7 + 1 - KM : 4 + 1 - 2 Gudang - Dapur Luas - Air PDAM - Listrik 6600 Watt - Hadap Selatan - Garasi 1 Mobil - Lokasi Sangat Strategis - Dekat dengan Pasar Astana Anyar - Cocok juga untuk usaha perdagangan / toko / toko bahan sembako / bahan pangan / perlengkapan makanan minuman dan kemasan (packaging) , dll Direct Owner (SL)  Harga Jual : 7.5 Miliar Harga Sewa : 200 Juta/Tahun (Minimal Sewa 3 Tahun)  Septhany Liem RE/MAX HARVEST",75000000000.0,318.0,520.0,7.0,4.0
Dijual Rumah Tinggal Daerah Podomoro Park Cluster Fashagriya,"Rp 2,5 Miliar","Podomoro Park Bandung, Bandung",126 m²,127 m²,3.0,3.0,SHM,Lainnya,,2.0,"DIJUAL RUMAH TINGGAL DAERAH PODOMORO PARK CLUSTER FASHAGRIYA  Luas Tanah : 126 m2 Luas Bangunan : 127 m2 Lebar Muka : 7 m Kamar Tidur : 3  Kamar Mandi : 3 2 Lantai Listrik : 3.500 Watt Hadap : Selatan Sertifikat : SHM  Harga : 2,5 M (lebih murah dari harga developer)  sndr",25000000000.0,126.0,127.0,3.0,3.0
Turun Harga Berkali-Kali Rumah 3 Lantai Siap Huni -Turangga Bandung,Rp 5 Miliar,"Turangga, Bandung",313 m²,650 m²,7.0,6.0,SHM,Lainnya,2.0,3.0,"✨ [TURUN HARGA BERKALI-KALI!] RUMAH 3LANTAI SIAP HUNI - TURANGGA  BANDUNG ✨   Siap pindah tanpa repot! Rumah strategis di lokasi primadona Kurdi Moh Toha ini siap jadi tempat tinggal impianmu. Dengan ukuran tanah yang luas dan bangunan yang lebih besar, kamu punya ruang cukup buat semua kebutuhan keluarga.    SPEK UTAMA:   - Lt: 313 m² | Lb: 650 m² (luas bangunan lebih besar dari tanah!) - 7 Kamar Tidur (2 di lantai 1 & 3 di lantai 2) - 5 Kamar Mandi (mudah banget buat semua anggota keluarga) - 1 Dapur fungsional + 1 DAPUR BERSIH - Carport 2 kendaraan + garasi 2 - Lemari bawa (nempel dinding) siap pakai - Hadap barat  (cahaya Matahari, tidak terlalu panas) - Listrik 3500 Watt + air PDAM (pasokan aman) - Posisi HOOK (mudah akses, jalan lebar 3 mobil )    HARGA SUPER MURAH! Dari 7,5 M -> 6 M -> SEKARANG CUKUP 5,1 M NEGO!   Lokasi strategis dekat fasilitas umum, sekolah, dan akses jalan utama. Jangan lewatkan kesempatan ini! Hubungi segera untuk lihat langsung.   hub SUKIRNO PAKARINDO PROPERTY  TLP 0877xxxxxxxxkrn",5000000000.0,313.0,650.0,7.0,6.0
Rumah Terawat di Pusat Kota Sayap Sudirman Bandung,"Rp 3,9 Miliar","Bandung Kota, Bandung",289 m²,270 m²,6.0,5.0,SHM,3500 Watt,3.0,2.0,"Dijual Rumah Terawat di Pusat Kota Sayap Sudirman Bandung  Spesifikasi: -Luas Tanah 289 m2 - Luas Bangunan 270 m2 - Lebar Muka 17 m - Kamar Tidur 6 - Kamar Mandi 5 - Listrik 3500 Watt - Air JetPumpp - Garasi/Carport 3 Mobil - 2 Gudang - Legalitas SHM  Harga 3.900.000.xxx  KBP-ERW  More Info, Vie Vie Yohanes Discovery Property Bandung",39000000000.0,289.0,270.0,6.0,5.0
"Rumah LUX, Minimalis,Furnish,Fullview, kawasan Dago atas, CitraGreen Dago","Rp 4,7 Miliar","Dago, Bandung",340 m²,300 m²,4.0,3.0,HGB,3500 Watt,1.0,2.0,"Listing ini merupakan Verified Listing 99 Group (Rumah123 & 99) Tim 99 Group sudah melakukan pengecekan dokumen, lokasi asli, dan harga sesuai Silahkan laporkan dan dapatkan kompensasi apabila listingan bukti tidak sesuai Pasti Aman, Harga Sesuai, Respon cepat!  Rumah LUX, Mewah, minimalis, ada Furnish,Rumah Komplek Elit Ciputra, Citra Green Dago/ Greenhills Dago. Suatu Kawasan Cluster yang Mewah yang ada di Dago. Dengan Suasana Dingin Khas Bandung Utara , kawasan hijau dan berhawa sejuk pegunungan, terletak di ketinggian 1000 dpl, tentu nilai jual lebih tinggi, dan kelebihan komplek ini masih termasuk wilayah Kotamadya Bandung. Lokasi sangat nyaman, posisi rumah bagus dekat taman, sangat asri, berada di hoek, Full View/ lepas city view kota Bandung. Rumah terdiri dari 2 lantai, layout bagus dan penataaan yang ciamik, sesuai dengan pemilik yang mempunyai citarasa tinggi terhadap desain dan interior rumah. Terdapat rooftop bisa melihat lepas view Kota Bandung yang indah. Akses strategis dekat ke kawasan Punclut, Ciumbuleuit, Dago Giri, Dago Resort, Jl.utama Ir.H.Juanda (Dago), Dago Heritage Golf Course,Hotel Sheraton , International School STAMFORD , dll Sangat nyaman untuk rumah tinggal anda sekeluarga, cocok pula untuk expatriat.",47000000000.0,340.0,300.0,4.0,3.0
Termurah Jl Venus Margahayu Dibawah NJOP Jarang Ada,Rp 1 Miliar,"Margahayu, Bandung",168 m²,100 m²,2.0,1.0,SHM,Lainnya,,1.0,"Dijual rumah strategis dengan luas tanah yang menarik & harga di bawah NJOP di kawasan Margahayu, Bandung. Cocok untuk hunian keluarga, investasi properti, atau pengembangan usaha.  Lokasi rumah sangat strategis, dekat akses jalan utama, pusat perbelanjaan, sekolah, dan rumah sakit. Nilai tanah yang kompetitif memberikan peluang investasi potensi naik di masa depan.  ✨ Keunggulan Lokasi:  v Kawasan strategis Margahayu - Bandung Timur v Akses mudah ke jalan utama & tol Cileunyi v Dekat sekolah, rumah sakit, dan pusat kuliner v Lingkungan tenang & aman   DIJUAL RUMAH KOMPLEK ELIT METRO BANDUNG   Bismillah, dijual cepat rumah hitung tanah  Keterangan  LT : 168 M Lebar muka 8m Panjang 21m Hadap selatan  Sertifikat : SHM   7juta / meter  Harga : 1,3 M Nego  Turun harga jadi 1m nego   Wan & Azs",1000000000.0,168.0,100.0,2.0,1.0
Jual Rumah Kbp Punawangi Kota Baru Parahyangan,"Rp 5,5 Miliar","Kota Baru Parahyangan, Bandung",225 m²,190 m²,4.0,3.0,SHM,Lainnya,,1.0,"*DIJUAL* *Rumah KBP*  *Punawangi* LT 225 LB 190 KT 4+1 KM 3+1 Fully Furnished Ada Rooftop Nanti dibuatkan Kolam Renang   *JUAL : 5,5M*  MGV",55000000000.0,225.0,190.0,4.0,3.0
Rumah Bagus Siap Huni Murah Alamanda Tubagus Ismail Dekat ke Itb,"Rp 6,2 Miliar","Tubagus Ismail, Bandung",349 m²,482 m²,5.0,4.0,SHM,3300 Watt,2.0,2.0,"FOR SALE.. dijual cepat rumah Alamanda lokasi bagus tanah luas murah  SPESIFIKASI :   > Bangunan : th 2000 > Dibangun : 2 Lt > Luas tanah :  349 m  > Luas bangunan : 582 m² > Orientasi Hadap : selatan > Kamar tidur : 5+1 > Kamar mandi : 3+1 > Kamar pembantu : 1+1 > Pasokan Listrik : 4400 watt > Sumber Air : jpump > Garasi : 1 > Carport : 2 Mobil  > Legalitas : SHM IMB  komplek nyaman  keamanan 24 jam one gate system  dekat kampus itb unpad  > OPEN PRICE : 5,2 M",62000000000.0,349.0,482.0,5.0,4.0
Rumah Terawat Nyaman Dihuni di Kopo Permai,"Rp 1,2 Miliar","Kopo Permai, Bandung",122 m²,175 m²,4.0,2.0,SHM,Lainnya,,1.0,"#15084  Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Kopo Permai, Bandung.  Rumah ini menawarkan lokasi yang strategis serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.  Properti ini memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.  Detail Properti ini adalah:    - Kamar Tidur: 4   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Bebas Banjir.   - Siap Huni.   - Lokasi Strategis.   - Properti Bisa Nego.  Lokasi Strategis terletak di Kopo Permai, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 1.025.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",12000000000.0,122.0,175.0,4.0,2.0
Rumah Lokasi Strategis di Dian Permai Bandung,"Rp 1,6 Miliar","Babakan Ciparay, Bandung",197 m²,250 m²,5.0,3.0,SHM,Lainnya,,1.0,"#20636  Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Dian Permai Bandung.  Rumah ini menawarkan lokasi yang strategis serta memiliki jumlah lantai 1 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Properti ini memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.  Detail Properti ini adalah:    - Kamar Tidur: 5   - Kamar Mandi: 3   - Sertifikat: SHM - Sertifikat Hak Milik  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Lokasi Strategis.   - Lokasi Bebas Banjir.  Lokasi Strategis terletak di Babakan Ciparay, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 1.600.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti asri ini milik Anda.",16000000000.0,197.0,250.0,5.0,3.0
"Dekat Akses Tol, Rumah, 1 Lantai, Dekat Akses Bus Kota, bisa KPR","Rp 1,8 Miliar","Batununggal, Bandung",120 m²,86 m²,3.0,2.0,Lainnya,Lainnya,,1.0,"Rumah 1 lantai di Batununggal, Bandung.  Dijual rumah di wilayah yang nyaman. Properti 1 lantai ini berada di lingkungan strategis.  Kategorinya adalah sebagai berikut:    - Kamar Tidur: 3   - Kamar Mandi: 2   - Sertifikat: -  Tentunya properti ini layak untuk anda dapatkan karena:    - Bisa KPR.   - Siap Huni.   - Bebas Banjir.   - Dekat Akses Bus Kota.   - Dekat Akses Tol.  Keberadaan rumah berikut dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.  Dengan Rp. 1.800.000.xxx, anda dapat langsung dapatkan rumah premium di daerah Batununggal ini. irx",18000000000.0,120.0,86.0,3.0,2.0
